order_id,order_date,region,channel,category,product,customer_id,quantity,unit_price,discount_rate,status
SO202600284,2026-01-26,华东,自营商城,户外,登山杖,C1039,3,603.57,0.05,已完成
SO202600285,08-05-2026,华北,第三方平台,户外,保温壶,C1068,5,510.38,0.3,已发货
SO202600286,2026-02-06,西区,自营商城,户外,折叠椅,C1128,8,257.18,0.2,已发货
SO202600287,2026-06-03,West,直播间,数码,智能手表,C1273,3,,0.3,已完成
SO202600288,2026/05/31,西区,第三方平台,家电,空气炸锅,C1070,3, 587.47 ,0.05,已完成
SO202600289,2026-04-27,West,第三方平台,家电,空气炸锅,C1086,7, 558.95 ,0,已完成
SO202600290,2026年2月22日,华南区,线下门店,数码,智能手表,C1266,8,¥583.15,0.2,已发货
SO202600291,14-03-2026,华北,线下门店,数码,移动电源,C1050,4,809.98,0.05,已完成
SO202600292,2026-06-17,华北,自营商城,数码,无线耳机,C1087,4,763.14,0,已完成
SO202600293,2026-04-19,South,线下门店,户外,折叠椅,C1376,6,179.74,0.2,已完成
SO202600294,2026/07/03,West,线下门店,家电,破壁机,C1280,6,729.51,0,已完成
SO202600232,2026-05-13,华东区,自营商城,家居,收纳箱,C1130,8,¥684.75,0,已完成
SO202600295,2026/07/16,华南区,直播间,户外,登山杖,C1067,4,754.22,1.5,已完成
SO202600296,2026年4月2日,华北,线下门店,数码,移动电源,C1290,-,¥824.65,0.3,已完成
SO202600297,02-04-2026,西区,自营商城,家电,破壁机,C1078,2,444.17,0.15,已完成
SO202600298,2026/04/15,north ,线下门店,家居,香薰机,C1118,2,867.24,0.15,已完成
SO202600299,2026-04-27, 华东 ,自营商城,家电,破壁机,C1289,1,125.27,0,已完成
SO202600286,2026-02-06,西区,自营商城,户外,折叠椅,C1128,8,257.18,0.2,已发货
SO202600300,2026-03-21,华北,线下门店,数码,无线耳机,C1137,6,483.44,0,已发货
SO202600301,2026年4月28日,,第三方平台,家居,香薰机,C1048,3,539.33,0.2,已完成
SO202600302,15-01-2026,North,直播间,家居,收纳箱,C1246,8,¥641.06,0.3,已完成
SO202600303,2026/04/29,华南,直播间,家居,收纳箱,C1305,3,716.43,0.1,已完成
SO202600304,2026-01-04,华南区,直播间,数码,无线耳机,C1375,5,754.62,,已完成
SO202600305,not a date,West,线下门店,数码,移动电源,C1121,6,¥49.47,0,已完成
SO202600306,2026/06/11,西部,自营商城,家电,破壁机,C1299,8,¥572.00,0,已发货
SO202600307,2026-05-20,西区,第三方平台,数码,无线耳机,C1254,2,354.99,0,已发货
SO202600308,2026-01-26,North,自营商城,家电,破壁机,C1044,6, 730.11 ,0.3,已完成
SO202600309,22-01-2026,华北区,第三方平台,数码,移动电源,C1370,6, 230.04 ,0.2,已完成
SO202600310,2026-01-01,华北,自营商城,数码,智能手表,C1014,7,774.96,0.15,已完成
SO202600311,2026年5月15日,West,直播间,数码,智能手表,C1135,1,822.97,,已完成
SO202600312,2026-03-11,西部,直播间,家电,空气炸锅,C1150,1,54.98,,已完成
SO202600313,2026-07-03,西区,线下门店,户外,保温壶,C1039,6,102.99,0,已完成
SO202600314,2026/01/14,华东,第三方平台,户外,折叠椅,C1192,2,¥355.74,0.15,已完成
SO202600315,2026-07-30,华南区,线下门店,户外,折叠椅,C1020,7,746.16,0,已完成
SO202600316,2026年2月28日,South,线下门店,家电,扫地机器人,C1035,5,¥43.44,0.05,已发货
SO202600317,2026年3月18日,西部,线下门店,家居,香薰机,C1135,5,765.89,,已发货
SO202600318,2026-02-05,华 东,第三方平台,户外,折叠椅,C1111,5,-199.00,0,已完成
SO202600319,2026-05-30,West,第三方平台,家居,收纳箱,C1235,4,88.81,0,已完成
SO202600320,2026年3月29日,华东,自营商城,户外,登山杖,C1398,3,421.60,0.2,已完成
SO202600321,2026-02-12,华北,线下门店,户外,登山杖,C1235,7,¥778.81,0.05,已完成
SO202600322,2026-02-07,East,线下门店,数码,智能手表,C1250,8,549.69,0.3,已发货
SO202600323,2026-07-16,华北,线下门店,家电,空气炸锅,C1079,7,¥314.68,0.3,已完成
SO202600324,2026-02-20,华南区,线下门店,户外,折叠椅,C1119,1, 42.81 ,0.3,已完成
SO202600325,2026-05-25,西区,直播间,家居,收纳箱,C1243,2, 215.21 ,0.3,已完成
SO202600326,2026-02-23,华 东,直播间,户外,保温壶,C1347,2,¥85.56,0,已完成
SO202600327,2026-03-27,West,线下门店,数码,智能手表,C1270,6, 349.39 ,,已完成
SO202600328,2026年4月28日,north ,线下门店,户外,登山杖,C1219,1,,0.05,已完成
SO202600329,26-05-2026,华东区,第三方平台,家居,香薰机,C1054,0,¥474.43,0,已完成
SO202600330,2026-03-02,North,自营商城,家电,扫地机器人,C1007,3,¥709.00,0.3,已完成
SO202600331,2026-07-05,华 东,第三方平台,家居,记忆棉枕,C1023,8,598.97,0.05,已完成
SO202600332,2026-05-20,华北区,直播间,家居,收纳箱,C1158,6,¥180.64,,已完成
SO202600333,2026/03/29,North,第三方平台,家居,香薰机,C1377,NA, 451.17 ,0.15,已发货
SO202600334,06-04-2026,西部,自营商城,家电,空气炸锅,C1143,2,109.76,0.1,已完成
SO202600335,2026年7月5日,华南区,线下门店,数码,移动电源,C1150,2,604.93,,已完成
SO202600336,2026-02-17,华南,自营商城,户外,登山杖,C1282,1,647.12,0.15,已发货
SO202600337,2026年3月11日,East,第三方平台,数码,移动电源,C1039,2,¥311.78,0.1,已完成
SO202600338,2026年1月20日,西区,第三方平台,数码,无线耳机,C1051,2,613.89,0.1,已完成
SO202600339,2026/05/09,East,直播间,数码,智能手表,C1226,5,¥876.51,0,已完成
SO202600340,31-03-2026,西部,线下门店,户外,登山杖,C1255,4,119.91,0.15,已完成
SO202600341,2026年7月8日,华北,自营商城,家电,扫地机器人,C1093,8,¥793.42,0,已完成
SO202600278,2026-06-23,华 东,直播间,家电,空气炸锅,C1071,1,347.16,0,已完成
SO202600342,2026-02-24,north ,第三方平台,户外,折叠椅,C1075,7,805.85,0.05,已完成
SO202600343,24-05-2026,华南区,自营商城,家电,破壁机,C1165,8, 187.08 ,0.05,已完成
SO202600344,2026/06/17,NA,自营商城,家电,空气炸锅,C1260,4, 65.58 ,0.05,已完成
SO202600345,2026-04-11,West,直播间,家电,空气炸锅,C1371,3,315.06,0,已完成
SO202600346,2026/04/21,华北区,线下门店,家居,香薰机,C1360,3,100.40,0.15,已完成
SO202600347,2026/04/11,South,自营商城,户外,保温壶,C1377,3,200.40,0.1,已完成
SO202600348,2026-05-18,West,直播间,家居,记忆棉枕,C1140,5,61.35,0.1,已发货
SO202600349,15-01-2026,华南,自营商城,家电,空气炸锅,C1035,6,¥809.69,0.15,已完成
SO202600350,09-03-2026,华东区,线下门店,数码,无线耳机,C1082,6,302.79,0,已完成
SO202600351,2026-04-13,West,自营商城,户外,登山杖,C1178,3, 882.58 ,0.05,已发货
SO202600352,2026-01-15,north ,自营商城,家居,收纳箱,C1065,1,168.53,0.3,已完成
SO202600353,2026-06-21, 华东 ,直播间,数码,无线耳机,C1313,5,840.95,0.1,已发货
SO202600354,22-04-2026,西部,线下门店,户外,保温壶,C1241,4,373.09,0.95,已完成
SO202600355,2026-04-18,north ,第三方平台,家居,收纳箱,C1253,5, 333.12 ,0.15,已完成
SO202600356,2026-02-21,east,线下门店,家居,记忆棉枕,C1099,3,844.85,0.2,已发货
SO202600357,2026-01-27,South,直播间,家电,空气炸锅,C1397,6,260.74,0,已完成
SO202600358,2026年5月17日,华 东,线下门店,家居,收纳箱,C1124,5,434.07,0,已发货
SO202600027,2026年2月3日,华北区,直播间,数码,智能手表,C1172,1, 706.13 ,0,已完成
SO202600359,2026/01/27,华南区,第三方平台,数码,移动电源,C1000,6,747.97,0.15,已发货
SO202600360,05-05-2026,华东区,直播间,家电,扫地机器人,C1358,3, 49.32 ,0.1,已完成
SO202600361,2026-05-05,华 东,直播间,家居,记忆棉枕,C1393,7,¥805.84,0.05,已完成
SO202600362,2026-02-15,华南,线下门店,数码,无线耳机,C1089,3,804.95,0,已完成
SO202600363,2026-07-10,华南,直播间,家居,记忆棉枕,C1028,3, 526.75 ,0.15,已完成
SO202600364,2026-05-06,西区,直播间,户外,折叠椅,C1328,7,480.35,0,已完成
SO202600365,2026-05-30,西区,直播间,数码,无线耳机,C1318,5, 363.66 ,0.2,已发货
SO202600366,2026-10-27,West,自营商城,家电,破壁机,C1311,1,¥365.27,0,已完成
SO202600367,2026年7月20日,West,自营商城,家居,收纳箱,C1082,4, 179.61 ,0.2,已发货
SO202600368,2026年7月10日,South,第三方平台,数码,智能手表,C1215,1,737.64,0.2,已发货
SO202600369,2026/01/21,西部,自营商城,家居,收纳箱,C1318,7,,0.15,已完成
SO202600311,2026年5月15日,West,直播间,数码,智能手表,C1135,1,822.97,,已完成
SO202600370,2026-07-18,north ,线下门店,数码,移动电源,C1009,,¥881.02,0.1,已发货
SO202600371,2026-07-24,华北区,第三方平台,家居,香薰机,C1311,1,-199.00,0,已完成
SO202600372,2026年1月24日,西部,线下门店,家电,空气炸锅,C1040,4,¥453.51,0.1,已完成
SO202600373,2026-02-19,西区,直播间,家居,香薰机,C1173,2,772.55,0.05,已完成
SO202600374,2026-06-01,华南,第三方平台,户外,折叠椅,C1313,5,264.53,0.1,已完成
SO202600373,2026-02-19,西区,直播间,家居,香薰机,C1173,2,772.55,0.05,已完成
SO202600375,2026/06/23,South,自营商城,家电,空气炸锅,C1112,7,118.15,0.2,已完成
SO202600376,2026/05/24,east,自营商城,家居,香薰机,C1062,-3,666.21,0,已完成
SO202600377,2026-02-21,South,自营商城,家居,香薰机,C1044,3,238.74,0.15,已完成
SO202600378,2026年7月16日,华东,自营商城,数码,智能手表,C1207,1,¥575.48,0.2,已完成
SO202600379,2026年3月7日,north ,第三方平台,数码,智能手表,C1167,7,865.48,0.1,已完成
SO202600312,2026-03-11,西部,直播间,家电,空气炸锅,C1150,1,54.98,,已完成
SO202600380,2026/03/01,华东区,线下门店,家电,空气炸锅,C1191,3,538.65,0.2,已完成
SO202600331,2026-07-05,华 东,第三方平台,家居,记忆棉枕,C1023,8,598.97,0.05,已完成
SO202600381,2026年6月12日,north ,直播间,家电,扫地机器人,C1288,7,¥232.41,0.2,已完成
SO202600382,2026-06-22,North,直播间,家居,香薰机,C1043,5,870.03,0.2,已完成
SO202600327,2026-03-27,West,线下门店,数码,智能手表,C1270,6, 349.39 ,,已完成
SO202600383,2026-06-03,华北区,直播间,家电,扫地机器人,C1301,6,271.81,0,已完成
SO202600384,2026/06/06,South,自营商城,数码,无线耳机,C1325,4,46.12,0,已发货
SO202600385,2026-07-16,West,直播间,家电,破壁机,C1169,1,46.06,0.2,已完成
SO202600386,2026-04-25,华北区,第三方平台,家居,记忆棉枕,C1168,3,163.05,0,已发货
SO202600387,2026/04/24, ,第三方平台,家电,空气炸锅,C1052,3,¥56.99,0,已完成
SO202600388,2026/07/28,西区,自营商城,数码,智能手表,C1309,2,818.45,0,已发货
SO202600347,2026/04/11,South,自营商城,户外,保温壶,C1377,3,200.40,0.1,已完成
SO202600389,2026/03/28,西部,自营商城,户外,折叠椅,C1192,2, 287.20 ,0,已完成
SO202600390,2026-04-07,South,第三方平台,数码,移动电源,C1055,4,59.59,0.05,已完成
SO202600391,2026-02-04,华北,直播间,家居,收纳箱,C1359,6, 533.11 ,0,已完成
SO202600392,2026/05/05,North,第三方平台,数码,无线耳机,C1344,7, 564.55 ,0.2,已完成
SO202600393,2026/03/05,华南,直播间,家电,破壁机,C1343,5,¥462.66,0.1,已完成
SO202600394,2026-05-29,East,直播间,家电,扫地机器人,C1023,6,¥823.76,0.15,已完成
SO202600395,2026-07-21,华东,自营商城,数码,无线耳机,C1121,6,256.82,0,已完成
SO202600396,2026/01/08,华北区,第三方平台,数码,无线耳机,C1001,2,¥256.69,0.15,已完成
SO202600397,2026/04/20,华北,自营商城,家居,收纳箱,C1092,3,¥880.47,0.1,已完成
SO202600398,2026/07/23,north ,第三方平台,数码,移动电源,C1368,7,137.78,0.3,已完成
SO202600399,31-03-2026,华东,直播间,家居,香薰机,C1276,3,305.14,0.2,已完成
SO202600400,2026/06/30,西区,直播间,数码,智能手表,C1162,2,317.04,0.15,已发货
SO202600334,06-04-2026,西部,自营商城,家电,空气炸锅,C1143,2,109.76,0.1,已完成
